ensg	symbol	chr	start	end	strand	type	entrezID	HUGO	pLI	ncRVIS	posMapSNPs	posMapMaxCADD	minGwasP	IndSigSNPs	GenomicLocus
ENSG00000185829	ARL17A	17	44594068	44657088	-1	protein_coding	51326	ARL17A	NA	-2.38258287	10	19.03	NA	rs7225002;rs76640332;rs62053943;rs199460	38
ENSG00000073969	NSF	17	44668035	44834830	1	protein_coding	4905	NSF	0.713682130183303	-0.566246769	60	17.18	1.73e-15	rs76640332;rs199460;rs62053943;rs117300236;rs2074404	38
ENSG00000108379	WNT3	17	44839872	44910520	-1	protein_coding	7473	WNT3	0.946108101336536	-0.191110949	41	16.08	1.11e-14	rs76640332;rs117300236;rs199460;rs2074404	38
ENSG00000142233	NTN5	19	49164664	49176338	-1	protein_coding	126147	NTN5	3.27017246498834e-06	-0.402192771	10	12.03	1.12e-09	rs2098709;rs35106244	39
ENSG00000176920	FUT2	19	49199228	49209207	1	protein_coding	2524	FUT2	5.46581459214613e-12	4.200433008	52	52	5.49e-15	rs281377;rs35106244;rs838145;rs519757;rs2307018	39
ENSG00000176909	MAMSTR	19	49215999	49222978	-1	protein_coding	284358	MAMSTR	0.00123325809401916	-0.052031801	70	52	5.49e-15	rs838145;rs281377;rs35106244;rs519757;rs2307018	39
ENSG00000105538	RASIP1	19	49223844	49243978	-1	protein_coding	54922	RASIP1	0.975494281851725	-0.599190215	77	26.2	3.87e-16	rs2307018;rs281377;rs838145;rs35106244;rs519757	39
ENSG00000182264	IZUMO1	19	49244109	49250166	-1	protein_coding	284359	IZUMO1	0.00241626337305742	0.753533326	46	13.35	3.87e-16	rs2307018;rs281377;rs838145;rs519757;rs838137;rs739320	39
ENSG00000174951	FUT1	19	49251268	49258647	-1	protein_coding	2523	FUT1	0.000508774873537715	0.370474173	48	13.35	3.87e-16	rs2307018;rs281377;rs838145;rs519757;rs838137;rs739320;rs2548957	39
ENSG00000105550	FGF21	19	49258816	49261587	1	protein_coding	26291	FGF21	0.213002020207769	-0.215278159	27	13.17	2.41e-14	rs2307018;rs838145;rs281377;rs519757;rs838137;rs739320;rs2548957	39
ENSG00000154930	ACSS1	20	24986868	25039616	-1	protein_coding	84532	ACSS1	0.00139669613638913	0.078821039	8	7.908	3.81e-08	rs6106989	40
ENSG00000100987	VSX1	20	25051521	25062996	-1	protein_coding	30813	VSX1	0.00659973339577821	-0.19910074	7	7.279	2.7e-06	rs6106989	40
