ensg	symbol	chr	start	end	strand	type	entrezID	HUGO	pLI	ncRVIS	posMapSNPs	posMapMaxCADD	minGwasP	IndSigSNPs	GenomicLocus
ENSG00000170145	SIK2	11	111473115	111601577	1	protein_coding	23235	SIK2	0.99983680888605	2.295292546	4	7.352	2.75e-08	rs74373890	83
ENSG00000137713	PPP2R1B	11	111597632	111637151	-1	protein_coding	5519	PPP2R1B	2.18828630617287e-07	NA	3	13.31	8.12e-08	rs74373890	83
ENSG00000086848	ALG9	11	111652919	111742305	-1	protein_coding	79796	ALG9	0.00122530850136209	-0.292749001	1	1.785	3.98e-08	rs74373890	83
ENSG00000258529	ALG9	11	111657010	111750149	-1	protein_coding	79796	ALG9	NA	-0.292749001	1	1.785	3.98e-08	rs74373890	83
ENSG00000150764	DIXDC1	11	111797868	111893308	1	protein_coding	85458	DIXDC1	4.26871314762917e-06	-0.290522966	3	10.76	3.08e-09	rs74373890	83
ENSG00000150768	DLAT	11	111895538	111935114	1	protein_coding	1737	DLAT	6.67603193149511e-06	-0.585570178	3	2.181	3.08e-09	rs74373890	83
ENSG00000150773	PIH1D2	11	111934734	111944998	-1	protein_coding	120379	PIH1D2	0.000130201269552391	-0.241385818	1	0.358	6.88e-09	rs74373890	83
ENSG00000204370	SDHD	11	111957497	111990353	1	protein_coding	6392	SDHD	0.70544004830206	-0.117172367	2	8.385	3.84e-10	rs74373890;rs117695734	83
ENSG00000255292	SDHD	11	111957627	112064528	1	protein_coding	6392	SDHD	NA	-0.117172367	4	15.71	3.84e-10	rs74373890;rs117695734;rs45439498	83
ENSG00000150782	IL18	11	112013974	112034840	-1	protein_coding	3606	IL18	0.102774109232244	0.711064152	1	10.4	3.8e-09	rs117695734;rs45439498	83
ENSG00000150783	TEX12	11	112038095	112043282	1	protein_coding	56158	TEX12	0.133134681714709	-0.381832426	1	15.71	9.56e-09	rs45439498	83
ENSG00000272790	AP002884.3	11	112041253	112071394	1	protein_coding	NA	NA	NA	NA	1	15.71	9.56e-09	rs45439498	83
ENSG00000197580	BCO2	11	112046190	112095422	1	protein_coding	83875	BCO2	1.83157881067306e-13	-0.120152033	1	15.71	9.56e-09	rs45439498	83
ENSG00000150787	PTS	11	112097088	112140678	1	protein_coding	5805	PTS	0.00115618802233995	-0.359364186	1	1.121	NA	rs45439498	83
ENSG00000149294	NCAM1	11	112831997	113149158	1	protein_coding	4684	NCAM1	NA	NA	410	21.6	2.71e-33	rs2218618;rs73004672;rs57715877;rs7938812;rs4456284;rs4430547;rs3016630;rs12575544;rs12272966;rs7932647;rs11607865	84
ENSG00000008394	MGST1	12	16500076	16762193	1	protein_coding	4257	MGST1	0.0140289444910937	0.239603989	12	18.85	4.85e-09	rs11057005	85
ENSG00000048540	LMO3	12	16701307	16763528	-1	protein_coding	55885	LMO3	0.43420908358226	-0.442639476	12	18.85	4.85e-09	rs11057005	85
ENSG00000185664	PMEL	12	56347889	56367101	-1	protein_coding	6490	PMEL	1.12363431292712e-07	0.028862656	7	5.827	9.58e-07	rs4759229	86
ENSG00000123374	CDK2	12	56360553	56366568	1	protein_coding	1017	CDK2	0.958299189494179	0.034174245	7	5.827	9.58e-07	rs4759229	86
ENSG00000111540	RAB5B	12	56367697	56388490	1	protein_coding	5869	RAB5B	0.215698853711726	-0.941661501	15	21.2	4.19e-07	rs4759229	86
ENSG00000139531	SUOX	12	56390964	56400425	1	protein_coding	6821	SUOX	0.00208476865750542	0.565693564	11	21.2	1.7e-07	rs4759229	86
ENSG00000123411	IKZF4	12	56401443	56432219	1	protein_coding	64375	IKZF4	0.953608121096321	-1.667874082	13	9.023	1.13e-07	rs4759229	86
ENSG00000197728	RPS26	12	56435637	56438116	1	protein_coding	6231	RPS26	0.753342825086325	-0.144335561	9	9.023	1.13e-07	rs4759229	86
ENSG00000065361	ERBB3	12	56473641	56497289	1	protein_coding	2065	ERBB3	4.35825057327711e-06	-0.325930927	19	10.49	3.62e-08	rs4759229;rs4759228	86
ENSG00000257411	RP11-603J24.9	12	56495115	56503073	1	protein_coding	NA	NA	NA	NA	2	10.49	3.58e-08	rs4759228	86
ENSG00000170515	PA2G4	12	56498103	56507691	1	protein_coding	5036	PA2G4	0.998000990941836	-0.439061751	2	10.49	3.58e-08	rs4759228	86
ENSG00000229117	RPL41	12	56510370	56511727	1	protein_coding	6171	RPL41	0.0415295991097929	-0.789540005	1	2.476	3.58e-08	rs4759228	86
ENSG00000135482	ZC3H10	12	56511943	56516278	1	protein_coding	84872	ZC3H10	0.792020464408796	-0.739787864	1	2.476	3.58e-08	rs4759228	86
ENSG00000139641	ESYT1	12	56512034	56538455	1	protein_coding	23344	ESYT1	2.14071709405869e-07	-0.572299547	1	2.476	3.58e-08	rs4759228	86
ENSG00000111605	CPSF6	12	69633317	69668138	1	protein_coding	11052	CPSF6	0.999113680151761	-0.855351703	29	18.24	7.31e-10	rs7969559	87
ENSG00000157782	CABP1	12	121078355	121105127	1	protein_coding	9478	CABP1	0.994401234059643	NA	1	1.118	1.54e-06	rs2097501	88
ENSG00000272214	AC079602.1	12	121407641	121410095	-1	protein_coding	NA	NA	NA	NA	3	4.195	3.65e-08	rs1971318	89
ENSG00000135100	HNF1A	12	121416346	121440315	1	protein_coding	6927	HNF1A	0.969659467322862	-0.628781489	2	0.345	6.05e-07	rs1971318	89
ENSG00000135114	OASL	12	121458095	121477045	-1	protein_coding	8638	OASL	5.07293522290638e-12	0.332934746	1	0.283	3.15e-06	rs1971318	89
ENSG00000133107	TRPC4	13	38210773	38444562	-1	protein_coding	7223	TRPC4	0.967651076497012	-0.355831669	64	17.25	3.23e-09	rs3904512	90
ENSG00000184226	PCDH9	13	66876967	67804468	-1	protein_coding	5101	PCDH9	0.97301427734079	-0.248673252	40	14.09	3.82e-08	rs9540729	91
ENSG00000125246	CLYBL	13	100258919	100549387	1	protein_coding	171425	CLYBL	8.32420361913943e-06	-0.086853853	26	19.16	3.58e-09	rs9517909;rs7322872	92
ENSG00000186960	C14orf23	14	29241910	29282493	1	protein_coding	387978	C14orf23	NA	NA	1	3.655	7.99e-05	rs76214862	93
ENSG00000137872	SEMA6D	15	47476298	48066420	1	protein_coding	80031	SEMA6D	0.999469975966626	-0.259466766	570	21.6	2.64e-16	rs715693;rs4774493;rs6493275;rs7169340;rs281287;rs1496922;rs281279;rs8034783;rs12900091;rs11070593;rs1369633;rs1435741;rs11070606	94
ENSG00000103942	HOMER2	15	83509838	83654661	-1	protein_coding	9455	HOMER2	0.0545468794795003	NA	12	4.513	1.28e-08	rs12441907;rs12438298;rs28801745	95
ENSG00000169612	FAM103A1	15	83654959	83659809	1	protein_coding	83640	FAM103A1	0.82844521510956	-0.596270737	5	5.756	3.35e-08	rs28801745;rs12441907	95
ENSG00000169609	C15orf40	15	83657193	83680393	-1	protein_coding	123207	C15orf40	0.268492643273296	0.09693066	15	7.622	1.44e-08	rs28801745;rs12441907	95
ENSG00000064726	BTBD1	15	83685174	83736106	-1	protein_coding	53339	BTBD1	0.0149464237355017	0.543548994	41	11.36	9.58e-09	rs12441907;rs28801745	95
ENSG00000136404	TM6SF1	15	83776159	83813606	1	protein_coding	53346	TM6SF1	6.46941313206752e-05	NA	39	13.51	7.41e-10	rs12438298;rs28801745;rs12441907	95
ENSG00000166503	HDGFRP3	15	83784320	83876770	-1	protein_coding	50810	HDGFL3	0.939816244400543	NA	109	21.2	2.06e-10	rs28801745;rs12441907;rs12438298	95
ENSG00000169594	BNC1	15	83924655	83953466	-1	protein_coding	646	BNC1	0.886168665378858	-0.496635005	46	14.15	1.06e-10	rs12441907;rs28801745;rs12438298	95
ENSG00000161992	C16orf11	16	610422	615528	1	protein_coding	146325	C16orf11	1.27243702382816e-05	NA	5	7.494	1.74e-06	rs7197072	96
ENSG00000007541	PIGQ	16	616995	634136	1	protein_coding	9091	PIGQ	3.38787210295676e-10	NA	11	7.494	1.74e-06	rs7197072	96
ENSG00000257108	NHLRC4	16	616996	619495	1	protein_coding	283948	NHLRC4	0.00242750693328775	-0.845626656	6	7.494	1.74e-06	rs7197072	96
ENSG00000197562	RAB40C	16	639357	679272	1	protein_coding	57799	RAB40C	0.113249055305225	1.11060424	36	9.073	5.75e-07	rs7197072	96
ENSG00000127578	WFIKKN1	16	679239	684116	1	protein_coding	117166	WFIKKN1	4.90281884604666e-08	0.308746362	15	7.653	5.75e-07	rs7197072	96
ENSG00000130731	C16orf13	16	684429	686358	-1	protein_coding	84326	C16orf13	0.00453725397293647	NA	12	5.476	9.63e-09	rs7197072	96
ENSG00000172366	FAM195A	16	691813	698474	1	protein_coding	84331	FAM195A	0.0533617873640192	NA	14	17.02	5.26e-09	rs7197072	96
ENSG00000161996	WDR90	16	699311	717833	1	protein_coding	197335	WDR90	4.01805540497848e-46	NA	21	18.55	2.77e-09	rs7197072	96
ENSG00000140983	RHOT2	16	718086	724174	1	protein_coding	89941	RHOT2	9.27430835542939e-12	NA	11	18.55	2.77e-09	rs7197072	96
ENSG00000103269	RHBDL1	16	725666	728268	1	protein_coding	9028	RHBDL1	0.494734021596252	NA	12	18.55	2.77e-09	rs7197072	96
ENSG00000103266	STUB1	16	730224	732870	1	protein_coding	10273	STUB1	0.0425338864217666	NA	14	16.18	4.08e-09	rs7197072	96
ENSG00000161999	JMJD8	16	731671	734529	-1	protein_coding	339123	JMJD8	3.79963968099618e-10	NA	14	14.57	6.09e-09	rs7197072	96
ENSG00000127580	WDR24	16	734622	740444	-1	protein_coding	84219	WDR24	0.00470241623358303	-0.738085752	24	14.57	6.09e-09	rs7197072	96
ENSG00000127585	FBXL16	16	742500	755829	-1	protein_coding	146330	FBXL16	0.95155737500943	NA	25	14.57	6.09e-09	rs7197072	96
ENSG00000103489	XYLT1	16	17195626	17564738	-1	protein_coding	64131	XYLT1	0.985159711217428	2.939790489	6	13.81	4.54e-08	rs12923427	97
ENSG00000070366	SMG6	17	1963133	2207065	-1	protein_coding	23293	SMG6	0.999935136420641	-0.496661291	50	25.1	2.43e-08	rs11658881	99
ENSG00000167720	SRR	17	2206677	2228554	1	protein_coding	63826	SRR	0.179017047265105	NA	4	25.1	2.87e-07	rs11658881	99
ENSG00000183011	LSMD1	17	7760003	7788556	-1	protein_coding	84316	LSMD1	0.00287648469673033	-0.647346698	3	3.494	2.23e-08	rs11078713	100
ENSG00000170004	CHD3	17	7788124	7816078	1	protein_coding	1107	CHD3	0.999999995517971	-0.359996095	7	12.15	2.23e-08	rs11078713	100
ENSG00000170049	KCNAB3	17	7825177	7833121	-1	protein_coding	9196	KCNAB3	6.03305809092679e-12	-0.030608876	4	9.964	9.08e-08	rs11078713	100
ENSG00000262730	RP11-1099M24.7	17	7829249	7833940	-1	protein_coding	NA	NA	NA	NA	4	9.964	9.08e-08	rs11078713	100
ENSG00000170043	TRAPPC1	17	7833663	7835441	-1	protein_coding	58485	TRAPPC1	0.227722384643837	-0.015849429	3	5.218	3.04e-06	rs11078713	100
ENSG00000170037	CNTROB	17	7835419	7853236	1	protein_coding	116840	CNTROB	1.23732873376122e-11	0.194205856	3	5.218	3.04e-06	rs11078713	100
ENSG00000141314	RHBDL3	17	30593195	30651680	1	protein_coding	162494	RHBDL3	0.00152311404141233	-1.493180775	33	9.878	1.43e-08	rs7224742	101
ENSG00000108666	C17orf75	17	30651584	30677042	-1	protein_coding	64149	C17orf75	0.980996282608687	-0.539114045	21	9.878	1.43e-08	rs7224742	101
ENSG00000010244	ZNF207	17	30677136	30708905	1	protein_coding	7756	ZNF207	0.0542638461497623	-3.887548531	21	6.817	1.8e-08	rs7224742	101
ENSG00000108671	PSMD11	17	30771279	30810336	1	protein_coding	5717	PSMD11	0.999745808833033	-2.053189783	16	6.665	3.73e-08	rs7224742	101
ENSG00000176749	CDK5R1	17	30813637	30818274	1	protein_coding	8851	CDK5R1	0.738441122386799	-1.360065497	9	7.624	8.59e-08	rs7224742	101
ENSG00000176658	MYO1D	17	30819540	31204195	-1	protein_coding	4642	MYO1D	3.30325770821959e-09	-0.058377587	8	7.624	9.67e-08	rs7224742	101
ENSG00000152217	SETBP1	18	42260138	42648475	1	protein_coding	26040	SETBP1	0.999002929381036	-2.185354394	4	12.01	1.9e-08	rs11873164	102
ENSG00000132874	SLC14A2	18	42792960	43263072	1	protein_coding	8170	SLC14A2	8.427413552635e-14	0.719949743	4	1.751	3.68e-06	rs11873164	102
ENSG00000187323	DCC	18	49866542	51057784	1	protein_coding	1630	DCC	0.99999895681268	-0.239950445	146	18.56	7.97e-09	rs6508144;rs62098013	103:104
ENSG00000215421	ZNF407	18	72265106	72777627	1	protein_coding	55628	ZNF407	0.999995919065608	1.06088913	74	18.49	1.43e-09	rs11872397	105
ENSG00000141985	SH3GL1	19	4360367	4400544	-1	protein_coding	6455	SH3GL1	0.0586367540123022	NA	2	0.962	2.85e-08	rs75177132	106
ENSG00000167670	CHAF1A	19	4402659	4445015	1	protein_coding	10036	CHAF1A	0.996226225687986	NA	2	0.211	5.34e-08	rs75177132	106
ENSG00000167674	HDGFRP2	19	4472284	4502223	1	protein_coding	84717	HDGFL2	0.892854120091016	NA	1	1.606	1.94e-09	rs76608582	106
ENSG00000077984	CST7	20	24929866	24940564	1	protein_coding	8530	CST7	9.91887068524384e-07	1.365391002	3	2.818	1.34e-06	rs6050446	107
ENSG00000101474	APMAP	20	24943561	24973615	-1	protein_coding	57136	APMAP	2.35566376172495e-07	0.451091931	2	3.64	1.34e-06	rs6050446	107
ENSG00000154930	ACSS1	20	24986868	25039616	-1	protein_coding	84532	ACSS1	0.00139669613638913	0.078821039	1	3.64	1.87e-06	rs6050446	107
ENSG00000197586	ENTPD6	20	25176329	25207365	1	protein_coding	955	ENTPD6	4.98993289171908e-05	0.273760262	2	15.79	1.56e-08	rs6050446	107
ENSG00000268302	AL035252.1	20	25207122	25207370	-1	protein_coding	NA	NA	NA	NA	1	0.452	2.14e-08	rs6050446	107
ENSG00000101004	NINL	20	25433341	25566153	-1	protein_coding	22981	NINL	3.96830789193205e-33	0.307409176	3	7.261	4.87e-08	rs1883526;rs6050446	107
ENSG00000170191	NANP	20	25593571	25604811	-1	protein_coding	140838	NANP	0.0265416473766969	1.509578514	1	1.072	6.23e-08	rs6050446;rs1883526	107
ENSG00000197183	C20orf112	20	31030862	31172876	-1	protein_coding	140688	C20orf112	0.973021413632523	-1.221048481	76	17.99	3.65e-09	rs6141314;rs1555445	108
ENSG00000204393	RP11-410N8.4	20	31175281	31196695	1	protein_coding	149950	NOL4L-DT	NA	NA	25	17.99	3.65e-09	rs1555445;rs6141314	108
ENSG00000149600	COMMD7	20	31290493	31331803	-1	protein_coding	149951	COMMD7	6.04653686013292e-06	-0.45920595	13	8.101	1.75e-08	rs6058893	108
ENSG00000088305	DNMT3B	20	31350191	31397162	1	protein_coding	1789	DNMT3B	0.999774600266445	-0.575453959	109	18.68	9.09e-09	rs6058893	108
ENSG00000101367	MAPRE1	20	31407699	31438211	1	protein_coding	22919	MAPRE1	0.968087388852693	0.002734591	3	3.041	1.82e-08	rs6058893	108
ENSG00000183527	PSMG1	21	40546695	40555777	-1	protein_coding	8624	PSMG1	0.0129744173088997	1.390731051	1	9.673	2.76e-08	rs117143374	110
ENSG00000185658	BRWD1	21	40556102	40693485	-1	protein_coding	54014	BRWD1	0.999999462325348	-0.105449763	7	9.673	2.76e-08	rs117143374	110
ENSG00000205581	HMGN1	21	40714241	40721573	-1	protein_coding	3150	HMGN1	0.425365462309957	NA	1	3.241	5.53e-07	rs117143374	110
ENSG00000100154	TTC28	22	28374004	29075853	-1	protein_coding	23331	TTC28	NA	-0.238005146	34	13.28	4.85e-08	rs134529	111
ENSG00000183765	CHEK2	22	29083731	29138410	-1	protein_coding	11200	CHEK2	1.18301128459806e-15	0.004316168	34	10.63	8.81e-08	rs134529	111
ENSG00000100209	HSCB	22	29138019	29153503	1	protein_coding	150274	HSCB	0.000141919775298349	-0.164477815	2	0.971	NA	rs134529	111
