GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000163705	3	10123001	10149915	92	12	250735	0.58904	0.27792	FANCD2OS
ENSG00000254999	3	10157276	10168874	54	6	256316	1.3042	0.096082	BRK1
ENSG00000134086	3	10182692	10193904	54	13	254019	-0.52898	0.70159	VHL
ENSG00000134070	3	10206549	10285427	365	49	252354	2.6666	0.0038308	IRAK2
ENSG00000157014	3	10289707	10322902	140	29	252139	1.9127	0.027895	TATDN2
ENSG00000272410	3	10291056	10327480	149	29	254275	1.9452	0.025877	RP11-438J1.1
ENSG00000157017	3	10327359	10334631	30	14	251279	2.7748	0.0027617	GHRL
ENSG00000157020	3	10334815	10362862	120	26	252032	0.48715	0.31307	SEC13
ENSG00000157087	3	10365707	10749716	1935	184	253392	1.2305	0.10925	ATP2B2
ENSG00000132164	3	10857885	10982419	545	63	250776	5.3185	5.2312e-08	SLC6A11
ENSG00000157103	3	11034410	11080933	236	69	251151	1.2217	0.11091	SLC6A1
ENSG00000196639	3	11178779	11305243	507	65	251731	0.13284	0.44716	HRH1
ENSG00000197548	3	11313995	11599139	893	39	252273	0.7315	0.23224	ATG7
ENSG00000144560	3	11597544	11762220	773	75	253644	0.80119	0.21151	VGLL4
ENSG00000144559	3	11831916	11888393	207	35	250992	0.14493	0.44238	TAMM41
ENSG00000157150	3	12194551	12200851	25	11	250524	0.57456	0.28279	TIMP4
ENSG00000132170	3	12328867	12475855	529	51	247223	-1.2779	0.89937	PPARG
ENSG00000154743	3	12525931	12581122	281	21	254323	0.73676	0.23064	TSEN2
ENSG00000225526	3	12556433	12602558	185	28	254756	0.49032	0.31195	C3orf83
ENSG00000075975	3	12598513	12625212	102	25	248606	0.41299	0.33981	MKRN2
ENSG00000132155	3	12625100	12705725	275	25	250059	0.64332	0.26001	RAF1
ENSG00000088726	3	12775024	12810956	188	44	242645	0.72047	0.23562	TMEM40
ENSG00000144712	3	12837971	12913415	349	47	248570	-0.72598	0.76608	CAND2
ENSG00000144713	3	12875984	12883087	41	9	250042	-0.81715	0.79308	RPL32
ENSG00000144711	3	12938719	13114617	770	119	247953	-1.0333	0.84926	IQSEC1
ENSG00000132182	3	13357737	13461809	458	37	251173	-1.0773	0.85932	NUP210
ENSG00000163517	3	13521224	13547916	109	37	249146	-0.47362	0.68211	HDAC11
ENSG00000163520	3	13573824	13679922	605	84	248727	0.56441	0.28624	FBLN2
ENSG00000154764	3	13857755	13921618	321	58	249866	-0.9173	0.82051	WNT7A
ENSG00000180438	3	13978756	14124311	472	38	248818	-0.45835	0.67665	TPRXL
ENSG00000163528	3	14153580	14166370	46	17	241915	-2.2875	0.98892	CHCHD4
ENSG00000170876	3	14166440	14185179	64	24	247458	-1.1071	0.86588	TMEM43
ENSG00000268279	3	14176717	14189548	43	11	250315	-0.90809	0.81808	RP11-434D12.1
ENSG00000154767	3	14186647	14220283	125	30	250493	-1.0548	0.85425	XPC
ENSG00000170860	3	14219858	14242619	82	23	247365	-1.1387	0.87258	LSM3
ENSG00000131389	3	14444076	14530857	340	74	252161	0.89099	0.18647	SLC6A6
ENSG00000154781	3	14693271	14714166	105	19	252976	0.15116	0.43993	CCDC174
ENSG00000131379	3	14716606	14814541	368	59	252546	0.60307	0.27323	C3orf20
ENSG00000154783	3	14860469	14975895	676	51	254444	0.66595	0.25272	FGD5
ENSG00000177463	3	14989091	15095107	300	46	249019	1.7464	0.040369	NR2C2
ENSG00000131368	3	15083967	15106842	59	22	250587	0.51906	0.30186	MRPS25
ENSG00000131381	3	15111580	15140670	102	16	248752	0.029358	0.48829	ZFYVE20
ENSG00000131375	3	15247659	15294425	145	24	237092	1.537	0.062141	CAPN7
ENSG00000131370	3	15296360	15382875	403	87	248314	1.3931	0.081797	SH3BP5
ENSG00000206562	3	15422782	15482073	215	37	247310	-0.40763	0.65823	METTL6
ENSG00000144597	3	15468862	15484120	50	18	243675	0.050569	0.47983	EAF1
ENSG00000206561	3	15491640	15563258	293	35	254107	-0.64702	0.74119	COLQ
ENSG00000131373	3	15602211	15643338	135	44	244390	-0.73752	0.7696	HACL1
ENSG00000169814	3	15642848	15687329	222	34	246832	0.71387	0.23765	BTD
ENSG00000206560	3	15708743	15901278	699	41	244135	1.3012	0.096594	ANKRD28
ENSG00000131386	3	16216156	16273499	279	43	251883	-0.90194	0.81646	GALNT15
ENSG00000154813	3	16299485	16306479	31	8	252604	2.0735	0.019062	DPH3
ENSG00000154814	3	16306706	16391806	370	31	248901	2.0951	0.01808	OXNAD1
ENSG00000131378	3	16355081	16555533	875	111	251409	1.5947	0.055394	RFTN1
ENSG00000092345	3	16628299	16711813	469	83	251927	-0.11223	0.54468	DAZL
ENSG00000154822	3	16844159	17132086	1135	65	248952	5.3647	4.0534e-08	PLCL2
ENSG00000131374	3	17198654	18486309	4274	98	247866	0.44345	0.32872	TBC1D5
ENSG00000182568	3	18386879	18487080	342	55	248170	-0.054872	0.52188	SATB1
ENSG00000183960	3	19189946	19577138	1088	96	240677	0.12682	0.44954	KCNH8
ENSG00000163576	3	19920964	19988517	306	36	245498	0.70239	0.24122	EFHB
ENSG00000144566	3	19988571	20026667	178	31	254685	1.0734	0.14156	RAB5A
ENSG00000183977	3	20021453	20053822	141	23	252327	0.94394	0.1726	PP2D1
ENSG00000114166	3	20081515	20195896	616	46	250270	0.38367	0.35061	KAT2B
ENSG00000129810	3	20202085	20227784	126	23	245740	0.94289	0.17287	SGOL1
ENSG00000151789	3	21459915	22414812	6104	348	251015	2.677	0.0037145	ZNF385D
ENSG00000182247	3	23244511	23633284	1666	40	251115	-0.055018	0.52194	UBE2E2
ENSG00000170142	3	23847394	23932807	260	36	250658	5.0177	2.6141e-07	UBE2E1
ENSG00000197885	3	23933151	23988082	239	30	253609	3.1116	0.00093053	NKIRAS1
ENSG00000174748	3	23958036	23965183	26	15	243524	1.5586	0.059545	RPL15
ENSG00000174738	3	23986751	24022109	127	29	252191	3.3861	0.00035441	NR1D2
ENSG00000151090	3	24158651	24536773	1614	193	250640	1.0507	0.14671	THRB
ENSG00000077092	3	25215823	25639423	2395	157	252132	0.83921	0.20068	RARB
ENSG00000077097	3	25639475	25706398	192	27	247283	-0.92504	0.82253	TOP2B
ENSG00000151092	3	25760435	25831530	194	33	243165	0.22581	0.41067	NGLY1
ENSG00000151093	3	25824408	25836025	28	13	245944	0.53189	0.2974	OXSM
ENSG00000230891	3	25900024	25915191	69	14	245725	0.65164	0.25732	LINC00692
ENSG00000179796	3	26664297	26752267	358	57	247781	-1.3272	0.90778	LRRC3B
ENSG00000163491	3	27151576	27410951	1127	48	247882	-0.21085	0.5835	NEK10
ENSG00000033867	3	27414214	27525911	481	39	253227	0.61957	0.26777	SLC4A7
ENSG00000163508	3	27757440	27764206	12	6	248110	0.84539	0.19895	EOMES
ENSG00000187118	3	28283075	28366633	283	41	239660	0.59565	0.27571	CMC1
ENSG00000163512	3	28356494	28390618	72	22	239965	0.25421	0.39967	AZI2
ENSG00000206559	3	28390637	28579613	615	44	236805	0.47522	0.31731	ZCWPW2
ENSG00000144642	3	29322473	30051886	3765	221	250006	-0.58938	0.7222	RBMS3
ENSG00000163513	3	30647994	30735634	406	68	250209	-0.47753	0.68351	TGFBR2
ENSG00000144644	3	30767692	30936257	867	67	248886	1.5345	0.06245	GADL1
ENSG00000163527	3	31574130	31679112	288	33	250341	-0.92916	0.8236	STT3B
ENSG00000144645	3	31699382	32119072	1951	217	250409	1.9945	0.023051	OSBPL10
ENSG00000197385	3	32023263	32033120	59	13	253008	1.6532	0.049149	ZNF860
ENSG00000152642	3	32147181	32210205	370	28	249529	4.2046	1.3075e-05	GPD1L
ENSG00000170293	3	32280171	32411817	611	113	253210	-0.18664	0.57403	CMTM8
ENSG00000153551	3	32433163	32524559	457	66	252973	-0.28359	0.61164	CMTM7
ENSG00000091317	3	32522804	32544900	76	24	244652	0.86426	0.19372	CMTM6
ENSG00000144635	3	32567463	32612366	138	31	244296	-0.26651	0.60508	DYNC1LI1
ENSG00000182973	3	32726637	32815367	432	29	254575	-0.54624	0.70755	CNOT10
ENSG00000206557	3	32859510	32939318	291	50	241397	0.67212	0.25075	TRIM71
ENSG00000183813	3	32993066	32997841	14	6	243151	0.1061	0.45775	CCR4
ENSG00000170266	3	33038100	33138722	490	54	249994	0.90943	0.18156	GLB1
ENSG00000188167	3	33131913	33138293	11	7	232450	1.3851	0.083007	TMPPE
ENSG00000170275	3	33155471	33189265	120	30	243942	1.2471	0.10619	CRTAP
ENSG00000173705	3	33191537	33260707	299	30	251827	0.03921	0.48436	SUSD5
ENSG00000153558	3	33318517	33445154	407	42	251837	0.73642	0.23074	FBXL2
ENSG00000153560	3	33429828	33482863	180	28	254764	1.0143	0.15522	UBP1
ENSG00000163539	3	33537737	33759848	595	56	247944	1.3751	0.084545	CLASP2
ENSG00000170248	3	33839844	33911194	292	18	255472	-0.34231	0.63394	PDCD6IP
ENSG00000172995	3	35680437	35835988	529	66	247702	1.5181	0.064498	ARPP21
ENSG00000144681	3	36421836	36589499	848	59	255276	-0.055712	0.52221	STAC
ENSG00000163673	3	36753913	36781352	94	32	239785	1.9488	0.025662	DCLK3
ENSG00000168016	3	36868311	36986548	359	39	252357	2.1765	0.014757	TRANK1
ENSG00000178567	3	37027357	37034795	25	11	231754	-0.34936	0.63659	EPM2AIP1
ENSG00000076242	3	37034823	37107380	249	34	252411	0.57002	0.28433	MLH1
ENSG00000093167	3	37094117	37225180	393	30	251857	1.2109	0.11296	LRRFIP2
ENSG00000144674	3	37284668	37408242	377	34	251841	-0.75073	0.77359	GOLGA4
ENSG00000198590	3	37427760	37476988	154	39	252422	-1.295	0.90234	C3orf35
ENSG00000144668	3	37493606	37865005	1606	136	248759	0.098776	0.46066	ITGA9
ENSG00000144677	3	37903451	38025960	390	51	249962	0.67933	0.24846	CTDSPL
ENSG00000136059	3	38029550	38048679	78	14	252267	0.73988	0.22969	VILL
ENSG00000187091	3	38048987	38071253	121	29	253093	0.94414	0.17255	PLCD1
ENSG00000008226	3	38080696	38165516	285	34	248744	-1.1385	0.87255	DLEC1
ENSG00000060971	3	38144620	38178733	85	33	246077	-0.48475	0.68607	ACAA1
ENSG00000172936	3	38179969	38184513	6	4	252719	1.0057	0.15729	MYD88
ENSG00000172939	3	38206580	38296979	216	52	245178	1.336	0.090773	OXSR1
ENSG00000172940	3	38307303	38319806	35	10	244382	0.31195	0.37754	SLC22A13
ENSG00000144671	3	38323785	38360066	232	18	251749	1.989	0.023349	SLC22A14
ENSG00000093217	3	38388251	38462839	339	36	250481	0.88235	0.18879	XYLB
ENSG00000114739	3	38495342	38534633	153	25	238896	0.96688	0.1668	ACVR2B
ENSG00000157036	3	38537618	38583652	143	25	250472	0.69104	0.24477	EXOG
ENSG00000183873	3	38589548	38691164	445	85	246186	0.16289	0.4353	SCN5A
ENSG00000185313	3	38738293	38835501	447	57	252652	-1.1785	0.88069	SCN10A
ENSG00000168356	3	38887260	38992052	401	47	243383	0.57222	0.28359	SCN11A
ENSG00000114742	3	39093489	39138155	190	38	243623	0.83046	0.20314	WDR48
ENSG00000114745	3	39138150	39149854	55	19	244243	1.0286	0.15183	GORASP1
ENSG00000168026	3	39149152	39180394	147	27	251159	0.1257	0.44998	TTC21A
ENSG00000144655	3	39183346	39196053	51	19	246610	0.67271	0.25057	CSRNP1
ENSG00000168334	3	39224701	39234087	27	13	251722	-0.097922	0.539	XIRP1
ENSG00000168329	3	39304985	39323226	74	27	257085	-0.16895	0.56708	CX3CR1
ENSG00000179934	3	39371197	39375171	12	8	230239	-0.45793	0.6765	CCR8
ENSG00000144659	3	39424839	39438842	63	15	252804	0.53347	0.29686	SLC25A38
ENSG00000168028	3	39448180	39454033	36	6	249271	0.078687	0.46864	RPSA
ENSG00000168314	3	39508689	39570970	370	17	253649	-0.59523	0.72415	MOBP
ENSG00000170011	3	39850405	40301812	1909	114	248199	-0.17309	0.56871	MYRIP
ENSG00000114784	3	40351175	40353915	18	8	243583	1.7098	0.043655	EIF1B
ENSG00000168032	3	40428647	40470110	164	22	251048	-0.42969	0.66629	ENTPD3
ENSG00000188846	3	40498783	40503861	25	10	258129	2.2627	0.011826	RPL14
ENSG00000177873	3	40518604	40531727	45	19	249516	0.010258	0.49591	ZNF619
ENSG00000177842	3	40547483	40560227	26	10	245025	-0.48931	0.68769	ZNF620
ENSG00000172888	3	40566369	40616176	167	39	242488	-1.0103	0.84383	ZNF621
ENSG00000168036	3	41236328	41301587	165	32	244710	0.093544	0.46274	CTNNB1
ENSG00000168038	3	41288090	42003922	3295	82	243678	-1.2446	0.89336	ULK4
ENSG00000182606	3	42055294	42267381	875	70	246749	-0.98779	0.83837	TRAK1
ENSG00000187094	3	42299317	42307699	33	12	243807	0.36388	0.35798	CCK
ENSG00000157093	3	42438570	42452092	61	20	234222	-0.13545	0.55387	LYZL4
ENSG00000114812	3	42530791	42579059	198	54	251826	-0.48763	0.6871	VIPR1
ENSG00000093183	3	42589461	42642572	179	30	250413	1.5129	0.065153	SEC22C
ENSG00000008324	3	42623332	42636606	47	14	244021	1.905	0.028388	SS18L2
ENSG00000114857	3	42642106	42690227	161	23	243403	2.3778	0.0087089	NKTR
ENSG00000114853	3	42695176	42709072	50	16	247616	2.893	0.0019079	ZBTB47
ENSG00000157119	3	42727011	42734036	18	8	240805	0.6178	0.26835	KLHL40
ENSG00000010282	3	42734155	42744319	43	18	237554	-0.48406	0.68583	HHATL
ENSG00000244607	3	42734155	42814745	269	31	247223	0.34686	0.36435	CCDC13
ENSG00000181061	3	42798669	42846023	120	28	251192	0.59759	0.27506	HIGD1A
ENSG00000144648	3	42846244	42929466	270	32	248738	-1.332	0.90857	ACKR2
ENSG00000273291	3	42850938	43097363	851	58	243020	-1.0458	0.85217	KRBOX1
ENSG00000240747	3	42850975	42984284	432	54	244411	-1.0546	0.85419	KRBOX1
ENSG00000180432	3	42897497	42917633	64	19	246846	-1.5034	0.93364	CYP8B1
ENSG00000182983	3	42947223	42960825	38	12	232121	-0.15078	0.55993	ZNF662
ENSG00000144649	3	43020759	43101703	332	36	244048	-1.1096	0.86641	FAM198A
ENSG00000144647	3	43120724	43147568	75	22	245186	-1.2351	0.89159	POMGNT2
ENSG00000163788	3	43328004	43466256	320	55	243587	0.28983	0.38597	SNRK
ENSG00000160746	3	43396351	43733086	940	67	249597	1.1979	0.11547	ANO10
ENSG00000011198	3	43731605	43775863	151	23	254025	1.2023	0.11462	ABHD5
ENSG00000173769	3	44283378	44373590	287	27	245115	1.3069	0.09562	TOPAZ1
ENSG00000179152	3	44379611	44450943	223	34	246813	0.79164	0.21429	TCAIM
ENSG00000185219	3	44481262	44519162	99	31	245326	-0.56561	0.71417	ZNF445
ENSG00000178917	3	44540462	44552128	25	14	249991	-1.2324	0.89111	ZNF852
ENSG00000196345	3	44596685	44624975	96	16	251737	-1.0444	0.85185	ZKSCAN7
ENSG00000273303	3	44607051	44635665	89	17	250019	-1.2455	0.89353	RP11-944L7.5
ENSG00000144792	3	44619715	44641186	58	19	249241	-1.155	0.87595	ZNF660
ENSG00000186448	3	44626380	44689963	148	32	245559	-0.71409	0.76241	ZNF197
ENSG00000169981	3	44690219	44702283	25	17	242927	0.177	0.42975	ZNF35
ENSG00000196653	3	44754135	44765323	52	10	234211	-0.63271	0.73654	ZNF502
ENSG00000186446	3	44771088	44778575	20	6	258358	-0.5355	0.70385	ZNF501
ENSG00000163807	3	44779153	44803154	61	28	246248	0.0023591	0.49906	KIAA1143
ENSG00000163808	3	44803209	44914868	283	44	242229	-1.0157	0.84512	KIF15
ENSG00000169964	3	44903361	44907162	5	3	234830	0.71795	0.23639	TMEM42
ENSG00000163810	3	44916100	44956482	205	26	253300	0.0033329	0.49867	TGM4
ENSG00000163812	3	44956749	45017677	154	33	248730	-0.60083	0.72602	ZDHHC3
ENSG00000075914	3	45016733	45077558	201	27	250806	-1.0409	0.85104	EXOSC7
ENSG00000163815	3	45043040	45077563	128	18	250303	-0.87743	0.80987	CLEC3B
ENSG00000163814	3	45123770	45187914	304	95	251128	-1.395	0.9185	CDCP1
ENSG00000249992	3	45265958	45267770	5	3	247251	0.093576	0.46272	TMEM158
ENSG00000011376	3	45429998	45590913	547	44	241370	-0.79983	0.7881	LARS2
ENSG00000144791	3	45596886	45727830	604	42	250751	-1.0521	0.85362	LIMD1
ENSG00000211456	3	45730548	45786916	254	15	251384	-0.26443	0.60427	SACM1L
ENSG00000163817	3	45796942	45838027	132	51	245423	1.0067	0.15703	SLC6A20
ENSG00000163818	3	45864808	45957534	283	48	249533	0.0062722	0.4975	LZTFL1
ENSG00000173585	3	45927996	45944667	51	16	254909	0.0073122	0.49708	CCR9
ENSG00000163820	3	45959396	46037316	300	33	249513	1.1291	0.12943	FYCO1
ENSG00000172215	3	45982425	45989845	24	10	246142	0.9558	0.16959	CXCR6
ENSG00000173578	3	46058516	46069234	38	7	243379	1.4784	0.06965	XCR1
ENSG00000183625	3	46205096	46308197	413	28	243207	0.49152	0.31153	CCR3
ENSG00000163823	3	46243200	46249887	17	4	238496	-0.34942	0.63661	CCR1
ENSG00000121807	3	46395225	46402419	25	8	253872	1.9926	0.02315	CCR2
ENSG00000160791	3	46411633	46417697	22	6	255071	-0.24173	0.59551	CCR5
ENSG00000121797	3	46448654	46454488	27	8	250271	-0.91788	0.82066	CCRL2
ENSG00000012223	3	46477136	46526724	224	39	252511	0.31853	0.37504	LTF
ENSG00000163825	3	46538981	46542439	14	4	254810	0.10796	0.45702	RTP3
ENSG00000163827	3	46556913	46621589	307	30	254810	0.4266	0.33484	LRRC2
ENSG00000268324	3	46598888	46601178	20	6	252763	0.30573	0.37991	LUZPP1
ENSG00000241186	3	46616045	46668033	297	34	252628	0.59314	0.27654	TDGF1
ENSG00000178038	3	46710487	46735194	110	22	255447	2.138	0.016257	ALS2CL
ENSG00000181585	3	46742823	46752376	28	9	253599	1.3661	0.08595	TMIE
ENSG00000206549	3	46753605	46854064	283	21	252163	0.16043	0.43627	PRSS50
ENSG00000261603	3	46761073	46777919	78	8	253063	0.24234	0.40426	PRSS46
ENSG00000188086	3	46783582	46854048	130	22	249467	0.20197	0.41997	PRSS45
ENSG00000178055	3	46871032	46875585	10	3	248312	0.034661	0.48618	PRSS42
ENSG00000160808	3	46899362	46923659	70	22	250971	1.2088	0.11336	MYL3
ENSG00000160801	3	46919236	46945287	78	25	244211	0.31067	0.37803	PTH1R
ENSG00000268537	3	46927699	46930171	6	3	252719	-0.78379	0.78342	AC109583.1
ENSG00000160799	3	46963216	47023500	138	31	244951	0.3618	0.35875	CCDC12
ENSG00000160796	3	47021173	47051193	72	17	246949	0.46226	0.32195	NBEAL2
ENSG00000181555	3	47057919	47205457	302	30	248440	1.0593	0.14474	SETD2
ENSG00000088727	3	47269516	47324941	130	35	245307	0.96089	0.1683	KIF9
ENSG00000114648	3	47324407	47388306	106	36	241819	1.3073	0.095556	KLHL18
ENSG00000076201	3	47422501	47454931	65	18	243936	0.32577	0.3723	PTPN23
ENSG00000114650	3	47455203	47518616	127	36	241159	0.48982	0.31213	SCAP
ENSG00000163832	3	47537130	47555251	44	19	244124	0.72362	0.23465	ELP6
ENSG00000114646	3	47603729	47622282	39	13	246187	3.8421	6.0989e-05	CSPG5
ENSG00000173473	3	47626762	47823596	405	35	245188	3.7638	8.3682e-05	SMARCC1
ENSG00000132153	3	47844399	47891685	80	23	240713	3.1677	0.00076817	DHX30
ENSG00000047849	3	47892182	48130769	457	45	240591	3.6405	0.00013608	MAP4
ENSG00000164045	3	48198636	48229892	60	24	241474	2.2218	0.013147	CDC25A
ENSG00000164047	3	48264837	48266981	3	2	250938	1.3045	0.096028	CAMP
ENSG00000164048	3	48282590	48340743	155	25	244732	2.2159	0.013348	ZNF589
ENSG00000172113	3	48334754	48343175	23	5	253907	1.8811	0.029981	NME6
ENSG00000229453	3	48348336	48369831	60	7	252893	1.9057	0.028342	SPINK8
ENSG00000164049	3	48413709	48442666	61	6	248978	1.1303	0.12917	FBXW12
ENSG00000164050	3	48445261	48471594	49	15	242992	1.0964	0.13646	PLXNB1
ENSG00000164051	3	48473574	48481866	23	8	240186	1.6421	0.050285	CCDC51
ENSG00000232112	3	48481667	48485616	13	4	250354	1.7051	0.044091	TMA7
ENSG00000164053	3	48488114	48507115	36	12	248542	1.1169	0.13201	ATRIP
ENSG00000213689	3	48506445	48509044	7	5	235012	0.19227	0.42377	TREX1
ENSG00000164054	3	48509197	48542259	71	18	248785	0.52649	0.29927	SHISA5
ENSG00000114268	3	48555117	48599448	90	26	247086	1.9172	0.027608	PFKFB4
ENSG00000145040	3	48599160	48601206	6	3	250938	0.65022	0.25777	UCN2
ENSG00000114270	3	48601506	48632700	59	28	242932	2.5658	0.0051468	COL7A1
ENSG00000010256	3	48636435	48648409	23	12	238083	0.4267	0.3348	UQCRC1
ENSG00000183396	3	48658192	48659288	6	4	228263	2.0466	0.020349	TMEM89
ENSG00000225697	3	48663156	48672926	30	9	234485	3.6412	0.00013571	SLC26A6
ENSG00000008300	3	48673902	48700348	43	10	246119	3.9387	4.096e-05	CELSR3
ENSG00000213672	3	48701364	48723797	56	14	241997	4.1417	1.7235e-05	NCKIPSD
ENSG00000068745	3	48725436	48777786	120	23	250286	5.8395	2.6182e-09	IP6K2
ENSG00000114302	3	48782030	48885279	159	47	236394	7.0412	9.5323e-13	PRKAR2A
ENSG00000178537	3	48894369	48936426	71	25	237023	6.9263	2.1604e-12	SLC25A20
ENSG00000221883	3	48955221	48956818	3	2	224868	-1.0432	0.85157	ARIH2OS
ENSG00000177479	3	48956254	49023815	126	36	243290	7.0238	1.0799e-12	ARIH2
ENSG00000178467	3	49027319	49044587	28	14	240549	6.3951	8.021e-11	P4HTM
ENSG00000178252	3	49044495	49053386	13	8	238127	5.8679	2.207e-09	WDR6
ENSG00000178149	3	49052921	49059726	14	9	247577	3.7299	9.579e-05	DALRD3
ENSG00000178057	3	49057892	49060928	3	2	252719	1.1306	0.12911	NDUFAF3
ENSG00000178035	3	49061758	49066841	8	5	249624	3.2396	0.00059843	IMPDH2
ENSG00000198218	3	49067140	49131796	128	46	240802	6.6208	1.7859e-11	QRICH1
ENSG00000172053	3	49133365	49142553	16	7	249965	6.2601	1.9235e-10	QARS
ENSG00000172046	3	49145479	49158371	25	14	240328	5.9774	1.1339e-09	USP19
ENSG00000172037	3	49158547	49170551	24	16	246592	3.4971	0.00023517	LAMB2
ENSG00000177352	3	49199968	49203754	7	3	247966	5.1205	1.5237e-07	CCDC71
ENSG00000185909	3	49209044	49213917	12	5	257437	4.0522	2.5368e-05	KLHDC8B
ENSG00000236980	3	49215065	49229291	28	9	254756	4.8194	7.1986e-07	C3orf84
ENSG00000173421	3	49235861	49295537	135	32	244991	6.1568	3.7119e-10	CCDC36
ENSG00000225399	3	49297518	49298744	7	4	243151	3.6044	0.00015643	RP11-3B7.1
ENSG00000188315	3	49306035	49315342	20	8	253303	4.4624	4.0523e-06	C3orf62
ENSG00000114316	3	49315264	49378145	130	31	244165	5.0645	2.0479e-07	USP4
ENSG00000233276	3	49394609	49396033	2	1	263954	0.15186	0.43965	GPX1
ENSG00000067560	3	49396578	49450431	141	25	244608	4.1171	1.9187e-05	RHOA
ENSG00000145022	3	49449639	49453908	12	5	237203	2.7615	0.0028772	TCTA
ENSG00000145020	3	49454211	49460186	13	4	255768	1.9602	0.024988	AMT
ENSG00000145029	3	49460379	49466759	11	5	234771	3.3623	0.00038646	NICN1
ENSG00000173402	3	49506146	49573048	181	31	241483	3.7866	7.6372e-05	DAG1
ENSG00000164061	3	49591922	49708978	261	33	246638	2.3722	0.0088417	BSN
ENSG00000164062	3	49711435	49721396	17	9	236986	1.3344	0.091035	APEH
ENSG00000173531	3	49721380	49726934	8	4	258391	1.448	0.073812	MST1
ENSG00000164068	3	49726932	49758962	83	24	247143	1.827	0.03385	RNF123
ENSG00000176020	3	49754267	49761349	13	9	231494	1.0982	0.13607	AMIGO3
ENSG00000173540	3	49754277	49761384	13	9	231494	1.0982	0.13607	GMPPB
ENSG00000176095	3	49761727	49823975	148	28	248348	1.3855	0.082943	IP6K1
ENSG00000187492	3	49828165	49837268	28	14	240790	2.3136	0.010344	CDHR4
ENSG00000185614	3	49840687	49842463	2	1	263954	1.3711	0.085173	FAM212A
ENSG00000182179	3	49842640	49851379	18	8	237884	1.8267	0.033873	UBA7
ENSG00000183763	3	49866034	49894007	58	14	247845	2.1702	0.014997	TRAIP
ENSG00000164076	3	49895421	49907655	24	8	250919	0.54381	0.29329	CAMKV
ENSG00000164078	3	49924435	49941299	37	12	246133	-0.24194	0.59559	MST1R
ENSG00000228008	3	49941278	49954370	19	7	243941	0.18887	0.4251	CTD-2330K9.3
ENSG00000164077	3	49946302	49967606	37	13	255499	0.69239	0.24435	MON1A
ENSG00000004534	3	49977440	50137478	411	32	248493	0.5579	0.28846	RBM6
ENSG00000003756	3	50126341	50156454	49	16	247526	-0.47418	0.68232	RBM5
ENSG00000001617	3	50192478	50226508	99	23	252080	2.7316	0.0031516	SEMA3F
ENSG00000114349	3	50229045	50233949	6	3	217463	0.46694	0.32027	GNAT1
ENSG00000114353	3	50263724	50296787	72	28	242194	3.535	0.00020389	GNAI2
ENSG00000179564	3	50316458	50325545	14	6	248738	2.2722	0.011536	LSMEM2
ENSG00000214706	3	50325163	50330349	13	9	250160	1.308	0.095438	IFRD2
ENSG00000186792	3	50330262	50336899	19	9	246004	2.6411	0.0041318	HYAL3
ENSG00000243477	3	50333833	50336852	11	5	253298	1.3916	0.082016	NAT6
ENSG00000114378	3	50337320	50349812	22	8	253780	2.9751	0.0014643	HYAL1
ENSG00000068001	3	50355221	50360337	6	3	247102	-0.27181	0.60712	HYAL2
ENSG00000114383	3	50357458	50365682	13	7	244144	1.634	0.051131	TUSC2
ENSG00000068028	3	50367219	50378411	34	14	245751	2.8826	0.0019722	RASSF1
ENSG00000004838	3	50378541	50384283	9	5	252719	2.2	0.013902	ZMYND10
ENSG00000114388	3	50384761	50388522	5	3	248312	2.5561	0.0052919	NPRL2
ENSG00000114395	3	50388126	50395891	18	10	252119	2.8856	0.0019531	CYB561D2
ENSG00000272104	3	50388323	50405354	36	18	247479	3.0315	0.0012167	XXcos-LUCA11.5
ENSG00000126062	3	50392180	50397041	9	6	248974	3.8191	6.696e-05	TMEM115
ENSG00000007402	3	50400233	50541675	416	43	250135	3.9729	3.5501e-05	CACNA2D2
ENSG00000088543	3	50595462	50608458	27	12	253567	3.9299	4.2493e-05	C3orf18
ENSG00000114735	3	50606583	50622366	30	11	247555	2.8632	0.002097	HEMK1
ENSG00000114737	3	50643921	50649262	16	8	247858	2.3517	0.0093452	CISH
ENSG00000114738	3	50648951	50686720	89	19	249712	2.9008	0.0018609	MAPKAPK3
ENSG00000088538	3	50712672	51421629	1829	38	249988	3.1742	0.00075135	DOCK3
ENSG00000145050	3	51422478	51426828	7	2	258381	-2.7993	0.99744	MANF
ENSG00000179837	3	51428731	51435330	13	7	252752	-0.564	0.71362	RBM15B
ENSG00000145041	3	51433298	51534010	243	47	243697	0.44212	0.3292	VPRBP
ENSG00000164080	3	51575160	51702683	239	55	240444	1.5324	0.062718	RAD54L2
ENSG00000164081	3	51696709	51738339	87	32	242816	2.0259	0.021387	TEX264
ENSG00000164082	3	51741086	51752629	13	8	239481	1.0762	0.14092	GRM2
ENSG00000214686	3	51812580	51813009	4	2	227549	-2.4767	0.99337	IQCF6
ENSG00000229972	3	51851620	51864876	48	10	249010	-0.11348	0.54517	IQCF3
ENSG00000184345	3	51895645	51897440	5	3	257213	1.2021	0.11466	IQCF2
ENSG00000214681	3	51907737	51909600	2	1	263954	0.11001	0.4562	IQCF5
