ensg	symbol	chr	start	end	strand	type	entrezID	HUGO	pLI	ncRVIS	posMapSNPs	posMapMaxCADD	minGwasP	IndSigSNPs	GenomicLocus
ENSG00000172137	CALB2	16	71392616	71424341	1	protein_coding	794	CALB2	0.00123890128989255	-0.281637589	2	5.825	1.913e-08	rs11640031	76
ENSG00000167377	ZNF23	16	71481500	71496998	-1	protein_coding	7571	ZNF23	8.37282562295769e-07	-0.580455729	1	14.43	1.68e-07	rs148582489	76
ENSG00000261611	AC010547.9	16	71481503	71523214	-1	protein_coding	NA	NA	NA	NA	1	14.43	1.68e-07	rs148582489	76
ENSG00000157429	ZNF19	16	71498453	71598992	-1	protein_coding	7567	ZNF19	1.78277433532571e-05	-0.369655026	6	11.39	3.767e-08	rs9922596;rs148582489	76
ENSG00000140835	CHST4	16	71559136	71572649	1	protein_coding	10164	CHST4	5.59232486282113e-09	-0.036977362	1	1.201	1.762e-05	rs9922596	76
ENSG00000198650	TAT	16	71599563	71611033	-1	protein_coding	6898	TAT	0.0214384440123944	-0.357662087	6	11.39	2.089e-07	rs148582489	76
ENSG00000140832	MARVELD3	16	71660064	71676017	1	protein_coding	91862	MARVELD3	0.000303793592671722	0.057529323	11	27.3	4.896e-08	rs12919271;rs148582489	76
ENSG00000040199	PHLPP2	16	71671738	71758604	-1	protein_coding	23035	PHLPP2	0.0157973198741475	-0.244888797	25	27.3	3.484e-08	rs12919271;rs148582489	76
ENSG00000166747	AP1G1	16	71762913	71843104	-1	protein_coding	164	AP1G1	0.999975846160012	-1.062854701	28	15.54	1.48e-08	rs12919271;rs148582489;rs36182990	76
ENSG00000224470	ATXN1L	16	71879894	71919171	1	protein_coding	342371	ATXN1L	NA	-2.039565952	25	19.81	3.442e-07	rs12919271;rs36182990;rs9922596	76
ENSG00000182149	IST1	16	71879899	71962913	1	protein_coding	9798	IST1	0.0231106718602087	0.009391166	50	19.81	3.442e-07	rs12919271;rs36182990;rs9922596	76
ENSG00000102984	ZNF821	16	71893583	71929239	-1	protein_coding	55565	ZNF821	0.158430832731393	NA	16	19.81	4.649e-07	rs9922596;rs12919271;rs36182990	76
ENSG00000102967	DHODH	16	72042487	72058954	1	protein_coding	1723	DHODH	0.0128239089226836	0.964114846	50	13.59	3.768e-12	rs3764310;rs10048111;rs3852785;rs75329497	76
ENSG00000140830	TXNL4B	16	72078188	72128330	-1	protein_coding	54957	TXNL4B	0.0173065222001966	-0.594229131	51	18.4	7.367e-11	rs10048111;rs3764310;rs75329497;rs3852785;rs11075924;rs114900182	76
ENSG00000257017	HP	16	72088491	72094954	1	protein_coding	3240	HP	0.0293907467277115	1.044201482	31	18.4	1.531e-10	rs3852785;rs11075924;rs10048111;rs114900182	76
ENSG00000261701	HPR	16	72088522	72111145	1	protein_coding	3250	HPR	2.94872175113387e-07	-0.259844844	40	18.4	1.386e-10	rs3852785;rs11075924;rs10048111;rs114900182	76
ENSG00000140829	DHX38	16	72127461	72146811	1	protein_coding	9785	DHX38	1.03801324416004e-06	0.106968944	19	12.6	1.531e-10	rs11075924;rs10048111;rs75329497;rs3852785;rs11648622;rs3909543	76
ENSG00000118557	PMFBP1	16	72146056	72210777	-1	protein_coding	83449	PMFBP1	NA	-0.012306604	88	25.2	2.003e-12	rs11075924;rs10048111;rs75329497;rs3852785;rs11648622;rs3909543;rs72791135	76
ENSG00000140836	ZFHX3	16	72816784	73093597	-1	protein_coding	463	ZFHX3	0.999999999859262	-0.743235225	10	21.9	2.772e-08	rs114900182;rs6499595	76
ENSG00000159314	ARHGAP27	17	43471275	43511787	-1	protein_coding	201176	ARHGAP27	0.00125584382196987	-0.761627793	114	18.95	4.846e-23	rs1234593;rs62062288;rs62064594	77
ENSG00000225190	PLEKHM1	17	43513266	43568115	-1	protein_coding	9842	PLEKHM1	0.840543209831517	-0.663068032	144	18.95	1.779e-28	rs1234593;rs62062288;rs62064594	77
ENSG00000120088	CRHR1	17	43699267	43913194	1	protein_coding	1394	CRHR1	0.792134286397601	2.038085631	985	19.39	6.227e-29	rs62062288;rs3843738;rs199460;rs1724422;rs1526123;rs9303521;rs6503450;rs113100008;rs55938136;rs7225384;rs8069449;rs34186148;rs8064870;rs199498;rs242937	77
ENSG00000185294	SPPL2C	17	43922256	43924438	1	protein_coding	162540	SPPL2C	2.29524703916312e-05	0.187394842	128	23.5	1.354e-28	rs62062288;rs199498;rs199460;rs242937;rs8064870;rs7221167;rs2316770	77
ENSG00000186868	MAPT	17	43971748	44105700	1	protein_coding	4137	MAPT	4.68264962282433e-05	2.01024275	817	26.8	1.021e-29	rs62062288;rs199498;rs199460;rs8080903;rs9899833;rs2316770;rs754593;rs2471739;rs8067056;rs7225002	77
ENSG00000256762	STH	17	44076616	44077060	1	protein_coding	246744	STH	0.00444466614164462	0.274193181	99	19.15	4.92e-29	rs62062288;rs199498;rs199460;rs2471739;rs8067056	77
ENSG00000120071	KANSL1	17	44107282	44302733	-1	protein_coding	284058	KANSL1	0.999733505943003	0.058945245	1079	26.4	7.96e-29	rs62062288;rs199498;rs199460;rs7225002;rs8067056;rs199500	77
ENSG00000228696	ARL17B	17	44352150	44439130	-1	protein_coding	100506084	ARL17B	NA	-0.428243465	303	15.22	3.123e-27	rs62062288;rs199498;rs199460;rs8067056;rs199500;rs7225002;rs2942003	77
ENSG00000176681	LRRC37A	17	44370099	44415160	1	protein_coding	9884	LRRC37A	0.890487355591061	NA	77	15.22	3.716e-27	rs62062288;rs199460;rs199498;rs199500;rs7225002;rs2942003	77
ENSG00000238083	LRRC37A2	17	44588877	44633016	1	protein_coding	474170	LRRC37A2	NA	NA	19	19.03	4.797e-05	rs62062288;rs199460;rs2942003;rs7225002;rs199498;rs199500	77
ENSG00000185829	ARL17A	17	44594068	44657088	-1	protein_coding	51326	ARL17A	NA	-2.38258287	30	19.03	2.371e-06	rs2942003;rs7225002;rs62062288;rs199498;rs199460;rs199500	77
ENSG00000073969	NSF	17	44668035	44834830	1	protein_coding	4905	NSF	0.713682130183303	-0.566246769	75	17.18	1.284e-27	rs2942003;rs62062288;rs199498;rs199460;rs199500;rs199470;rs17692129	77
ENSG00000108379	WNT3	17	44839872	44910520	-1	protein_coding	7473	WNT3	0.946108101336536	-0.191110949	44	16.08	7.935e-27	rs62062288;rs199498;rs199460;rs199500;rs17692129;rs1563304	77
ENSG00000171634	BPTF	17	65821640	65980494	1	protein_coding	2186	BPTF	0.999999999995241	0.115492417	176	15.96	1.016e-08	rs11867618	78
ENSG00000186665	C17orf58	17	65987217	65989765	-1	protein_coding	284018	C17orf58	0.0821564161266073	0.225875314	1	3.38	4.191e-08	rs11867618	78
ENSG00000173894	CBX2	17	77751931	77761782	1	protein_coding	84733	CBX2	0.954823918488159	-0.716694668	2	12.49	1.466e-08	rs4889891	79
ENSG00000141570	CBX8	17	77765931	77775482	-1	protein_coding	57332	CBX8	0.994625905090376	NA	7	12.49	1.466e-08	rs4889891	79
ENSG00000141582	CBX4	17	77806955	77813228	-1	protein_coding	8535	CBX4	0.381198481678265	NA	3	2.905	8.445e-06	rs4889891	79
ENSG00000171282	RP11-1055B8.7	17	79373540	79433357	1	protein_coding	NA	NA	NA	NA	21	19.68	4.474e-08	rs28576195	80
ENSG00000173482	PTPRM	18	7566780	8406859	1	protein_coding	5797	PTPRM	0.999958213992023	NA	10	9.924	4.756e-08	rs8082894	81
ENSG00000187323	DCC	18	49866542	51057784	1	protein_coding	1630	DCC	0.99999895681268	-0.239950445	49	16.26	2.344e-08	rs55986545	82
ENSG00000196628	TCF4	18	52889562	53332018	-1	protein_coding	6925	TCF4	0.999866544499818	0.443465632	102	21.8	6.681e-10	rs893946;rs28602385;rs72926982;rs72930755;rs624244	83
ENSG00000100207	TCF20	22	42556019	42739622	-1	protein_coding	6942	TCF20	0.999977934276122	-0.944695856	18	13.97	2.344e-08	rs6002676	84
